peak_value,fwhm,prominence,corr_energy,qc_coincidence,qc_bell_corr,qc_hom_vis,snr_db_true,snr_db_est,local_cv,label
0.924258,427.0,5.1232,241.135804,0.213867,0.169922,0.464844,8,7.764,0.5025,1
0.5218422194495679,399.7331486658605,5.076109124024179,77.7800456808119,0.24784951697339463,0.19214867781876532,0.40018554476115964,-4,-4.108,0.5043005271747184,1
0.851937,408.0,5.1135,200.573833,0.180859,0.202344,0.476172,4,4.166,0.4925,1
0.836424,425.0,5.1505,194.379043,0.230273,0.173828,0.475,4,3.802,0.5025,1
0.630224,418.0,4.9935,113.092868,0.302344,0.140625,0.465625,-2,-1.949,0.4936,1
0.6155713021232956,402.0355696691048,5.092836193393347,100.83229418984867,0.30852006389460834,0.1631548155004316,0.5139920971758482,-2,-2.001,0.49295924366571736,1
0.5292567949546074,416.79313567730344,5.151435560478008,85.26480131579751,0.30635418653102736,0.2253828003459504,0.44561217373578405,-4,-3.927,0.4981295449859155,1
0.425459,346.0,5.3199,44.198124,0.326758,0.176758,0.40293,-6,-5.972,0.4931,1
0.799541209739014,440.75543535697693,4.98132268259762,172.64523857827817,0.1888232356170908,0.1936911168042172,0.4954630670171119,2,1.843,0.494962056729021,1
0.9014110919618883,410.74415243608354,5.148609166800903,224.01127789001333,0.2899390704458434,0.22159994342475936,0.46068060652638015,6,5.89,0.5020783507355525,1
0.17134315321957633,465.3734299788923,5.028429930068478,5.064999042343271,0.36835982982616683,0.26057758732101394,0.3944345608585582,-16,-15.918,0.48718747137496987,0
0.9061789085761962,419.7666844443608,5.074549505508288,243.59240550360283,0.2370069951448907,0.18819928627174168,0.5045064086006561,8,8.106,0.49904286627007816,1
0.351224,461.0,4.8263,37.644684,0.280273,0.182031,0.499609,-8,-8.227,0.4818,1
0.708798,427.0,5.0338,144.090476,0.282227,0.209766,0.448437,0,0.1,0.4946,1
0.214848,485.0,5.1692,14.293908,0.321484,0.334961,0.349805,-12,-12.326,0.5014,0
0.8458053011532329,420.28400839339224,5.101934633027094,196.73961218139542,0.2126089664960801,0.1997017219739984,0.40942671937807973,4,3.752,0.49374957218932997,1
